movie_id,title
9930,Legal Eagles
1586,Secret Window
2044,The Lake House
9913,The Skeleton Key
71864,The Odd Life of Timothy Green
10761,Made of Honor
209451,Jersey Boys
11975,The Rainmaker
4970,Gothika
11831,Amistad
9096,Medicine Man
440,Aliens vs Predator: Requiem
11011,Ri¢hie Ri¢h
10641,Autumn in New York
11172,Music and Lyrics
39513,Paul
82687,The Guilt Trip
41446,Scream 4
8224,8MM
10537,The Doors
225886,Sex Tape
10385,Hanging Up
55779,Final Destination 5
10154,Mickey Blue Eyes
10647,Pay It Forward
11431,Fever Pitch
8457,Drillbit Taylor
188161,A Million Ways to Die in the West
8850,The Shadow
64685,Extremely Loud & Incredibly Close
38357,Morning Glory
10060,Get Rich or Die Tryin'
11398,The Art of War
1833,Rent
10391,Bless the Child
8970,The Out-of-Towners
9306,The Island of Dr. Moreau
11370,The Musketeer
12184,The Other Boleyn Girl
1921,Sweet November
1683,The Reaping
203,Mean Streets
11858,Renaissance Man
62835,Colombiana
18937,Quest for Camelot
13536,City By The Sea
15556,At First Sight
10718,Torque
11062,City Hall
10802,Showgirls
1887,Marie Antoinette
6071,Kiss of Death
10461,Get Carter
80278,The Impossible
12704,Ishtar
10315,Fantastic Mr. Fox
16643,Life or Something Like It
2687,Memoirs of an Invisible Man
194,Amélie
11025,New York Minute
8849,Alfie
78698,Big Miracle
30943,The Deep End of the Ocean
9544,FearDotCom
24418,Cirque du Freak: The Vampire's Assistant
7288,Duplex
14655,Soul Men
24575,Raise the Titanic
10366,Universal Soldier: The Return
19898,Pandorum
4965,Impostor
15074,Extreme Ops
56715,Just Visiting
1272,Sunshine
72358,A Thousand Words
20542,Delgo
266396,The Gunman
9978,Stormbreaker
8271,Disturbia
10428,Hackers
5353,The Hunting Party
11934,The Hudsucker Proxy
14392,The Warlords
19495,Nomad: The Warrior
110415,Snowpiercer
77459,A Monster in Paris
26486,The Last Shot
9495,The Crow
256040,Baahubali: The Beginning
24420,The Time Traveler's Wife
1257,Because I Said So
62214,Frankenweenie
16320,Serenity
8842,Against the Ropes
9531,Superman III
64807,Grudge Match
12289,Red Cliff
11529,Sweet Home Alabama
20943,The Ugly Truth
9099,Sgt. Bilko
9488,Spy Kids 2: The Island of Lost Dreams
193,Star Trek: Generations
44865,The Grandmaster
55787,Water for Elephants
257932,Dragon Nest: Warriors' Dawn
10400,The Hurricane
1957,Enough
10833,Heartbreakers
256961,Paul Blart: Mall Cop 2
5852,Angel Eyes
12312,Joe Somebody
622,The Ninth Gate
11306,Extreme Measures
12508,Rock Star
25793,Precious
10534,White Squall
1091,The Thing
87421,Riddick
10871,Switchback
13503,Texas Rangers
13600,City of Ember
68722,The Master
14324,Virgin Territory
14325,The Express
299687,The 5th Wave
312221,Creed
23168,The Town
76494,What to Expect When You're Expecting
4944,Burn After Reading
10488,Nim's Island
96721,Rush
334,Magnolia
23742,Cop Out
259694,How to Be Single
62837,Dolphin Tale
8966,Twilight
8470,John Q
11001,Blue Streak
138832,We're the Millers
16911,The Inhabited Island
2163,Breakdown
36670,Never Say Never Again
23048,Hot Tub Time Machine
227735,Dolphin Tale 2
2155,Reindeer Games
8409,A Man Apart
222936,Aloha
31908,Ghosts of Mississippi
10219,Snow Falling on Cedars
48171,The Rite
782,Gattaca
75531,Isn't She Great
11802,Space Chimps
9776,Head of State
18785,The Hangover
365222,Ip Man 3
817,Austin Powers: The Spy Who Shagged Me
268,Batman
45054,There Be Dragons
943,Lethal Weapon 3
22881,The Blind Side
10054,Spy Kids
51540,Horrible Bosses
44264,True Grit
350,The Devil Wears Prada
152,Star Trek: The Motion Picture
109431,Identity Thief
1598,Cape Fear
8065,21
271718,Trainwreck
11638,Guess Who
409,The English Patient
2118,L.A. Confidential
11459,Sky High
10806,In & Out
9348,Species
377,A Nightmare on Elm Street
8843,The Cell
9313,The Man in the Iron Mask
39486,Secretariat
1273,TMNT
13920,Radio
50544,Friends with Benefits
325133,Neighbors 2: Sorority Rising
140823,Saving Mr. Banks
1883,Malcolm X
89492,This Is 40
22949,Old Dogs
12437,Underworld: Rise of the Lycans
2959,License to Wed
9957,The Benchwarmers
11648,Must Love Dogs
9366,Donnie Brasco
1576,Resident Evil
609,Poltergeist
5516,The Ladykillers
13051,Max Payne
49530,In Time
34806,The Back-Up Plan
49022,Something Borrowed
11469,Black Knight
23479,The Bad News Bears
11667,Street Fighter
423,The Pianist
2447,The Nativity Story
10066,House of Wax
2288,Closer
88794,J. Edgar
13515,Mirrors
11979,Queen of the Damned
169,Predator 2
8090,Untraceable
11622,Blast from the Past
3604,Flash Gordon
9541,Jersey Girl
94348,Alex Cross
8197,Midnight in the Garden of Good and Evil
336004,Heist
35019,Nanny McPhee and the Big Bang
10410,Hoffa
8836,The X Files: I Want to Believe
14442,Ella Enchanted
321741,Concussion
59965,Abduction
14175,Valiant
11004,Wonder Boys
11918,Superhero Movie
98357,Broken City
10012,Cursed
49526,Premium Rush
268920,Hot Pursuit
9093,The Four Feathers
119283,Parker
11823,Wimbledon
35169,Furry Vengeance
118957,Bait
849,Krull
4515,Lions for Lambs
18886,Flight of the Intruder
6575,Walk Hard: The Dewey Cox Story
6440,The Shipping News
13496,American Outlaws
18320,The Young Victoria
22787,Whiteout
8967,The Tree of Life
37498,Knock Off
144336,Sabotage
9616,The Order
13056,Punisher: War Zone
14113,Zoom
285783,The Walk
49478,Warriors of Virtue
9726,A Good Year
20763,Radio Flyer
9702,Bound by Honor
9311,Smilla's Sense of Snow
9280,Femme Fatale
26843,Lion of the Desert
11876,The Horseman on the Roof
22267,Ride with the Devil
45958,Biutiful
1969,Bandidas
310706,Black Water Transit
198663,The Maze Runner
239573,Unfinished Business
10436,The Age of Innocence
1381,The Fountain
2162,Chill Factor
127493,Stolen
12429,Ponyo
228205,The Longest Ride
2900,The Astronaut's Wife
21311,I Dreamed of Africa
77875,Playing for Keeps
192136,Mandela: Long Walk to Freedom
18254,Reds
881,A Few Good Men
10877,Exit Wounds
9600,Big Momma's House
202575,Thunder and the House of Magic
71469,The Darkest Hour
85446,Step Up Revolution
326,Snakes on a Plane
10685,The Watcher
7220,The Punisher
9763,Goal!: The Dream Begins
72387,Safe
12596,Pushing Tin
1892,Return of the Jedi
13460,Doomsday
8055,The Reader
50647,Wanderlust
10719,Elf
9294,Phenomenon
11888,Snow Dogs
9647,Scrooged
9353,Nacho Libre
55721,Bridesmaids
109414,This Is the End
10307,Stigmata
11978,Men of Honor
22907,Takers
87567,The Big Wedding
38322,"Big Mommas: Like Father, Like Son"
45612,Source Code
7305,Alive
3594,The Number 23
157841,The Young and Prodigious T.S. Spivet
11519,1941
12920,Dreamer: Inspired By a True Story
59,A History of Violence
9335,Transporter 2
12106,The Quick and the Dead
11141,Laws of Attraction
8649,Bringing Out the Dead
31867,Repo Men
10253,Dragon Wars: D-War
3587,Bogus
124459,The Incredible Burt Wonderstone
24662,Cats Don't Dance
32274,Cradle Will Rock
182,The Good German
5494,George and the Dragon
28,Apocalypse Now
38073,Going the Distance
2054,Mr. Holland's Opus
302156,Criminal
606,Out of Africa
87502,Flight
698,Moonraker
120467,The Grand Budapest Hotel
11313,Hearts in Atlantis
6488,Arachnophobia
10559,Frequency
296099,Vacation
8012,Get Shorty
1574,Chicago
9032,Big Daddy
2770,American Pie 2
862,Toy Story
1637,Speed
72570,The Vow
27569,Extraordinary Measures
10637,Remember the Titans
1669,The Hunt for Red October
132363,The Butler
9472,DodgeBall: A True Underdog Story
2907,The Addams Family
9273,Ace Ventura: When Nature Calls
9880,The Princess Diaries
2925,The First Wives Club
807,Se7en
17654,District 9
11836,The SpongeBob SquarePants Movie
322,Mystic River
70,Million Dollar Baby
9535,Analyze This
11036,The Notebook
6557,27 Dresses
18126,Hannah Montana: The Movie
16340,Rugrats in Paris: The Movie
10333,The Prince of Tides
4476,Legends of the Fall
22947,Up in the Air
2755,About Schmidt
82654,Warm Bodies
59967,Looper
16300,Down to Earth
9598,Babe
82696,Hope Springs
9870,Forgetting Sarah Marshall
8292,Four Brothers
8780,Baby Mama
9715,Hope Floats
10521,Bride Wars
10762,Without a Paddle
10096,13 Going on 30
59436,Midnight in Paris
227783,The Nut Job
4133,Blow
10207,Message in a Bottle
172,Star Trek V: The Final Frontier
21972,Like Mike
36593,The Naked Gun 33⅓: The Final Insult
707,A View to a Kill
533,The Curse of the Were-Rabbit
6023,P.S. I Love You
6439,Racing Stripes
4347,Atonement
37056,Letters to Juliet
4105,Black Rain
76489,The Three Stooges
3933,Corpse Bride
9918,Glory Road
273481,Sicario
307081,Southpaw
16871,Drag Me to Hell
293863,The Age of Adaline
13156,Secondhand Lions
41233,Step Up 3D
9266,Blue Crush
1262,Stranger Than Fiction
4513,30 Days of Night
22970,The Cabin in the Woods
7278,Meet the Spartans
9013,Midnight Run
865,The Running Man
10776,Little Shop of Horrors
50456,Hanna
9823,Mortal Kombat: Annihilation
59861,Larry Crowne
133805,Carrie
12763,Take the Lead
9766,Gridiron Gang
14034,What's the Worst That Could Happen?
12244,9
109421,Side Effects
11137,The Prince & Me
51162,Winnie the Pooh
10152,Dumb and Dumberer: When Harry Met Lloyd
9452,Bulworth
239566,Get on Up
53113,One True Thing
9271,Virtuosity
4474,My Super Ex-Girlfriend
184346,Deliver Us from Evil
48340,Sanctum
14846,Little Black Book
72207,The Five-Year Engagement
16232,Mr. 3000
43539,The Next Three Days
9920,Ultraviolet
8978,Assault on Precinct 13
11702,The Replacement Killers
18550,Fled
8869,Eight Legged Freaks
43347,Love & Other Drugs
3489,88 Minutes
9701,North Country
2122,The Whole Ten Yards
37707,Splice
10658,Howard the Duck
13150,Pride and Glory
9042,The Cave
17813,Alex & Emma
11208,Wicker Park
58151,Fright Night
11400,The New World
10350,Wing Commander
28902,In Dreams
14164,Dragonball Evolution
76640,The Last Stand
11058,Godsend
14844,Chasing Liberty
57089,Hoodwinked Too! Hood VS. Evil
1947,An Unfinished Life
8054,The Imaginarium of Doctor Parnassus
46829,Barney's Version
146238,Runner Runner
9989,Antitrust
9665,Glory
311,Once Upon a Time in America
102362,Dead Man Down
11162,The Merchant of Venice
6016,The Good Thief
17186,Supercross
13967,Miss Potter
2008,The Promise
9053,DOA: Dead or Alive
4512,The Assassination of Jesse James by the Coward Robert Ford
76349,1911
31203,Little Nicholas
265208,Wild Card
45610,Machine Gun Preacher
50135,Animals United
1874,Goodbye Bafana
271331,United Passions
215211,Grace of Monaco
367961,Savva. Heart of the Warrior
10955,Ripley's Game
223702,Sausage Party
254470,Pitch Perfect 2
69,Walk the Line
4967,Keeping the Faith
9449,The Borrowers
11499,Frost/Nixon
4912,Confessions of a Dangerous Mind
12771,Serving Sara
323676,The Boss
12506,Cry Freedom
24071,Mumford
11249,Seed of Chucky
9667,The Jacket
812,Aladdin
277216,Straight Outta Compton
87,Indiana Jones and the Temple of Doom
14444,The Rugrats Movie
2043,Along Came a Spider
315664,Florence Foster Jenkins
1428,Once Upon a Time in Mexico
562,Die Hard
15373,Role Models
318846,The Big Short
26320,Taking Woodstock
14292,Miracle
924,Dawn of the Dead
2018,The Wedding Planner
192577,Space Pirate Captain Harlock
9428,The Royal Tenenbaums
2832,Identity
137093,Last Vegas
699,For Your Eyes Only
9778,Serendipity
8831,Timecop
9398,Zoolander
112949,Safe Haven
10439,Hocus Pocus
3638,No Reservations
23483,Kick-Ass
62206,30 Minutes or Less
10577,Dracula 2000
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
4348,Pride & Prejudice
78,Blade Runner
11780,Rob Roy
192102,3 Days to Kill
2001,We Own the Night
10383,Lost Souls
11516,Winged Migration
10025,Just My Luck
15198,"Mystery, Alaska"
23172,The Spy Next Door
17834,A Simple Wish
10016,Ghosts of Mars
10317,Our Brand Is Crisis
58431,Pride and Prejudice and Zombies
9746,Kundun
13092,How to Lose Friends & Alienate People
59859,Kick-Ass 2
13495,Alatriste
254473,Brick Mansions
700,Octopussy
4964,Knocked Up
10024,My Sister's Keeper
13490,Welcome Home Roscoe Jenkins
15927,A Passage to India
1259,Notes on a Scandal
5125,Rendition
174,Star Trek VI: The Undiscovered Country
9583,Divine Secrets of the Ya-Ya Sisterhood
9437,Kiss the Girls
525,The Blues Brothers
10188,The Sisterhood of the Traveling Pants 2
63574,Joyful Noise
245,About a Boy
9825,Lake Placid
186,Lucky Number Slevin
9549,The Right Stuff
61891,Anonymous
34584,The NeverEnding Story
2666,Dark City
12783,The Duchess
13155,Return to Oz
42807,The Newton Boys
28355,Case 39
8080,Suspect Zero
5126,Martian Child
56288,Spy Kids: All the Time in the World
303858,Money Monster
1613,The 51st State
31582,Flawless
16617,Mindhunters
8944,What Just Happened
41488,The Statement
37028,The Magic Flute
14560,Paul Blart: Mall Cop
10330,Freaky Friday
6957,The 40 Year Old Virgin
1934,Shakespeare in Love
169917,A Walk Among the Tombstones
951,Kindergarten Cop
10189,Pineapple Express
9454,Ever After: A Cinderella Story
2055,Open Range
1551,Flatliners
5902,A Bridge Too Far
11460,Red Eye
9358,Final Destination 2
134,"O Brother, Where Art Thou?"
22894,Legion
134374,Pain & Gain
1901,In Good Company
15028,Clockstoppers
11509,Silverado
7445,Brothers
17047,Agent Cody Banks 2: Destination London
62838,New Year's Eve
2057,Original Sin
70436,The Raven
16784,Welcome to Mooseport
8011,Highlander: The Final Dimension
31640,Blood and Wine
9092,Snow White: A Tale of Terror
2779,The Curse of the Jade Scorpion
316002,Accidental Love
36355,Flipper
238615,Self/less
1985,The Constant Gardener
615,The Passion of the Christ
788,Mrs. Doubtfire
380,Rain Man
13223,Gran Torino
10523,W.
8681,Taken
239571,The Best of Me
619,The Bodyguard
424,Schindler's List
50014,The Help
162903,The Fifth Estate
11024,Scooby-Doo 2: Monsters Unleashed
208763,Forbidden Kingdom
6466,Freddy vs. Jason
254024,The Face of an Angel
12589,Jimmy Neutron: Boy Genius
7191,Cloverfield
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
117,The Untouchables
6977,No Country for Old Men
168530,Ride Along
634,Bridget Jones's Diary
392,Chocolat
10327,"Legally Blonde 2: Red, White & Blonde"
88042,Parental Guidance
41630,No Strings Attached
11969,Tombstone
2085,Romeo Must Die
794,The Omen
9286,Final Destination 3
77877,The Lucky One
1265,Bridge to Terabithia
866,Finding Neverland
175555,A Madea Christmas
75174,The Grey
11096,Hide and Seek
8699,Anchorman: The Legend of Ron Burgundy
769,GoodFellas
10923,Agent Cody Banks
11283,Nanny McPhee
111,Scarface
11676,Nothing to Lose
746,The Last Emperor
77866,Contraband
9416,Money Talks
7345,There Will Be Blood
14317,The Wild Thornberrys Movie
20694,Rugrats Go Wild
12277,Undercover Brother
9779,The Sisterhood of the Traveling Pants
2140,Kiss of the Dragon
12620,The House Bunny
14177,Beauty Shop
198185,Million Dollar Arm
227156,The Giver
10735,What a Girl Wants
11351,Jeepers Creepers 2
10030,Good Luck Chuck
10623,Cradle 2 the Grave
590,The Hours
9655,She's the Man
1268,Mr. Bean's Holiday
11237,Anacondas: The Hunt for the Blood Orchid
190955,Blood Ties
5123,August Rush
4518,Elizabeth
11932,Bride of Chucky
11165,Tora! Tora! Tora!
6116,Spice World
57431,The Sitter
21724,Dance Flick
278,The Shawshank Redemption
9290,Crocodile Dundee in Los Angeles
11543,Kingpin
284536,The Gambler
152737,August: Osage County
13374,Ice Princess
8976,A Lot Like Love
319888,Eddie the Eagle
9469,He Got Game
1909,Don Juan DeMarco
22971,Dear John
34813,The Losers
46261,Don't Be Afraid of the Dark
10431,War
8051,Punch-Drunk Love
9352,EuroTrip
10167,Half Past Dead
18147,Unaccompanied Minors
17170,"Bright Lights, Big City"
18975,The Adventures of Pinocchio
15487,The Greatest Game Ever Played
22825,The Box
11152,The Ruins
1831,The Next Best Thing
43931,My Soul to Take
10591,The Girl Next Door
10861,Maximum Risk
12770,Stealing Harvard
276907,Legend
10074,Hot Rod
65055,Shark Night
10397,Angela's Ashes
200505,Draft Day
11954,Lifeforce
60309,The Conspirator
9787,Lords of Dogtown
293646,The 33
6978,Big Trouble in Little China
133698,Fly Me to the Moon
59440,Warrior
1770,Michael Collins
10655,Gettysburg
8988,Stop-Loss
15992,Abandon
17707,Brokedown Palace
77883,The Possession
40001,Mrs. Winterbourne
64639,Straw Dogs
9903,The Hoax
21338,Stone Cold
20766,The Road
24264,Sheena
19803,Underclassman
20309,Say It Isn't So
9912,The World's Fastest Indian
9067,Tank Girl
27360,King's Ransom
8338,Blindness
168705,BloodRayne
72113,Carnage
9729,Where the Truth Lies
94352,Cirque du Soleil: Worlds Away
22256,Without Limits
12404,Me and Orson Welles
152742,The Best Offer
11699,The Bad Lieutenant: Port of Call - New Orleans
49953,A Turtle's Tale: Sammy's Adventures
48034,Little White Lies
39845,Love Ranch
25353,The True Story of Puss 'n Boots
36696,Space Dogs
109091,The Counselor
38543,Ironclad
33157,Waterloo
290864,Kung Fu Jungle
242166,Red Sky
859,Dangerous Liaisons
83770,On the Road
168,Star Trek IV: The Voyage Home
1246,Rocky Balboa
4233,Scream 2
174751,Jane Got a Gun
184098,Think Like a Man Too
2069,The Whole Nine Yards
1788,Footloose
11635,Old School
177,The Fisher King
3600,I Still Know What You Did Last Summer
2621,Return to Me
10358,Zack and Miri Make a Porno
10480,Nurse Betty
10313,The Men Who Stare at Goats
18828,Double Take
3558,"Girl, Interrupted"
13476,Win a Date with Tad Hamilton!
10208,Muppets from Space
24961,The Wiz
20697,Ready to Rumble
20761,Play It to the Bone
70868,I Don't Know How She Does It
43593,Piranha 3D
6478,Beyond the Sea
40688,Meet the Deedles
26672,The Thief and the Cobbler
45881,The Bridge of San Luis Rey
41283,Faster
4935,Howl's Moving Castle
19908,Zombieland
10663,The Waterboy
1891,The Empire Strikes Back
9737,Bad Boys
37137,The Naked Gun 2½: The Smell of Fear
9532,Final Destination
10316,The Ides of March
2787,Pitch Black
12658,Someone Like You...
